X,Y
1.46,-0.49
1.47,-0.49
1.48,-0.49
1.49,-0.49
1.5,-0.49
1.51,-0.49
1.52,-0.49
1.53,-0.49
1.54,-0.49
1.55,-0.49
1.56,-0.49
1.57,-0.49
1.58,-0.49
1.59,-0.49
1.6,-0.49
1.61,-0.49
1.62,-0.49
1.63,-0.49
1.64,-0.49
1.65,-0.49
1.66,-0.49
1.67,-0.49
1.68,-0.49
1.69,-0.49
1.7,-0.49
1.71,-0.49
1.72,-0.49
1.73,-0.49
1.74,-0.49
1.75,-0.49
1.76,-0.49
1.77,-0.49
1.78,-0.49
1.79,-0.49
1.8,-0.49
1.81,-0.49
1.82,-0.49
1.83,-0.49
1.84,-0.49
1.85,-0.49
1.86,-0.49
1.87,-0.49
1.88,-0.49
1.89,-0.49
1.9,-0.49
1.91,-0.49
1.92,-0.49
1.93,-0.49
1.94,-0.49
1.95,-0.49
1.96,-0.49
1.97,-0.49
1.98,-0.49
1.99,-0.49
-2,-0.48
-1.99,-0.48
-1.98,-0.48
-1.97,-0.48
-1.96,-0.48
-1.95,-0.48
-1.94,-0.48
-1.93,-0.48
-1.92,-0.48
-1.91,-0.48
-1.9,-0.48
-1.89,-0.48
-1.88,-0.48
-1.87,-0.48
-1.86,-0.48
-1.85,-0.48
-1.84,-0.48
-1.83,-0.48
-1.82,-0.48
-1.81,-0.48
-1.8,-0.48
-1.79,-0.48
-1.78,-0.48
-1.77,-0.48
-1.76,-0.48
-1.75,-0.48
-1.74,-0.48
-1.73,-0.48
-1.72,-0.48
-1.71,-0.48
-1.7,-0.48
-1.69,-0.48
-1.68,-0.48
-1.67,-0.48
-1.66,-0.48
-1.65,-0.48
-1.64,-0.48
-1.63,-0.48
-1.62,-0.48
-1.61,-0.48
-1.6,-0.48
-1.59,-0.48
-1.58,-0.48
-1.57,-0.48
-1.56,-0.48
-1.55,-0.48
-1.54,-0.48
-1.53,-0.48
-1.52,-0.48
-1.51,-0.48
-1.5,-0.48
-1.49,-0.48
-1.48,-0.48
-1.47,-0.48
-1.46,-0.48
-1.45,-0.48
-1.44,-0.48
-1.43,-0.48
-1.42,-0.48
-1.41,-0.48
-1.4,-0.48
-1.39,-0.48
-1.38,-0.48
-1.37,-0.48
-1.36,-0.48
-1.35,-0.48
-1.34,-0.48
-1.33,-0.48
-1.32,-0.48
-1.31,-0.48
-1.3,-0.48
-1.29,-0.48
-1.28,-0.48
-1.27,-0.48
-1.26,-0.48
-1.25,-0.48
-1.24,-0.48
-1.23,-0.48
-1.22,-0.48
-1.21,-0.48
-1.2,-0.48
-1.19,-0.48
-1.18,-0.48
-1.17,-0.48
-1.16,-0.48
-1.15,-0.48
-1.14,-0.48
-1.13,-0.48
-1.12,-0.48
-1.11,-0.48
-1.1,-0.48
-1.09,-0.48
-1.08,-0.48
-1.07,-0.48
-1.06,-0.48
-1.05,-0.48
-1.04,-0.48
-1.03,-0.48
-1.02,-0.48
-1.01,-0.48
-1,-0.48
-0.99,-0.48
-0.98,-0.48
-0.97,-0.48
-0.96,-0.48
-0.95,-0.48
-0.94,-0.48
-0.93,-0.48
-0.92,-0.48
-0.91,-0.48
-0.9,-0.48
-0.89,-0.48
-0.88,-0.48
-0.87,-0.48
-0.86,-0.48
-0.85,-0.48
-0.84,-0.48
-0.83,-0.48
-0.82,-0.48
-0.81,-0.48
-0.8,-0.48
-0.79,-0.48
-0.78,-0.48
-0.77,-0.48
-0.76,-0.48
-0.75,-0.48
-0.74,-0.48
-0.73,-0.48
-0.72,-0.48
-0.71,-0.48
-0.7,-0.48
-0.69,-0.48
-0.68,-0.48
-0.67,-0.48
-0.66,-0.48
-0.65,-0.48
-0.64,-0.48
-0.63,-0.48
-0.62,-0.48
-0.61,-0.48
-0.6,-0.48
-0.59,-0.48
-0.58,-0.48
-0.57,-0.48
-0.56,-0.48
-0.55,-0.48
-0.54,-0.48
-0.53,-0.48
-0.52,-0.48
-0.51,-0.48
-0.5,-0.48
-0.49,-0.48
-0.48,-0.48
-0.47,-0.48
-0.46,-0.48
-0.45,-0.48
-0.44,-0.48
-0.43,-0.48
-0.42,-0.48
-0.41,-0.48
-0.4,-0.48
-0.39,-0.48
-0.38,-0.48
-0.37,-0.48
-0.36,-0.48
-0.35,-0.48
-0.34,-0.48
-0.33,-0.48
-0.32,-0.48
-0.31,-0.48
-0.3,-0.48
-0.29,-0.48
-0.28,-0.48
-0.27,-0.48
-0.26,-0.48
-0.25,-0.48
-0.24,-0.48
-0.23,-0.48
-0.22,-0.48
-0.21,-0.48
-0.2,-0.48
-0.19,-0.48
-0.18,-0.48
-0.17,-0.48
-0.16,-0.48
-0.15,-0.48
-0.14,-0.48
-0.13,-0.48
-0.12,-0.48
-0.11,-0.48
-0.1,-0.48
-0.09,-0.48
-0.08,-0.48
-0.07,-0.48
-0.06,-0.48
-0.05,-0.48
-0.04,-0.48
-0.03,-0.48
-0.02,-0.48
-0.01,-0.48
2.08167e-016,-0.48
0.01,-0.48
0.02,-0.48
0.03,-0.48
0.04,-0.48
0.05,-0.48
0.06,-0.48
0.07,-0.48
0.08,-0.48
0.09,-0.48
0.1,-0.48
0.11,-0.48
0.12,-0.48
0.13,-0.48
0.14,-0.48
0.15,-0.48
0.16,-0.48
0.17,-0.48
0.18,-0.48
0.19,-0.48
0.2,-0.48
0.21,-0.48
0.22,-0.48
0.23,-0.48
0.24,-0.48
0.25,-0.48
0.26,-0.48
0.27,-0.48
0.28,-0.48
0.29,-0.48
0.3,-0.48
0.31,-0.48
0.32,-0.48
0.33,-0.48
0.34,-0.48
0.35,-0.48
0.36,-0.48
0.37,-0.48
0.38,-0.48
0.39,-0.48
0.4,-0.48
0.41,-0.48
0.42,-0.48
0.43,-0.48
0.44,-0.48
0.45,-0.48
0.46,-0.48
0.47,-0.48
0.48,-0.48
0.49,-0.48
0.5,-0.48
0.51,-0.48
0.52,-0.48
0.53,-0.48
0.54,-0.48
0.55,-0.48
0.56,-0.48
0.57,-0.48
0.58,-0.48
0.59,-0.48
0.6,-0.48
0.61,-0.48
0.62,-0.48
0.63,-0.48
0.64,-0.48
0.65,-0.48
0.66,-0.48
0.67,-0.48
0.68,-0.48
0.69,-0.48
0.7,-0.48
0.71,-0.48
0.72,-0.48
0.73,-0.48
0.74,-0.48
0.75,-0.48
0.76,-0.48
0.77,-0.48
0.78,-0.48
0.79,-0.48
0.8,-0.48
0.81,-0.48
0.82,-0.48
0.83,-0.48
0.84,-0.48
0.85,-0.48
0.86,-0.48
0.87,-0.48
0.88,-0.48
0.89,-0.48
0.9,-0.48
0.91,-0.48
0.92,-0.48
0.93,-0.48
0.94,-0.48
0.95,-0.48
0.96,-0.48
0.97,-0.48
0.98,-0.48
0.99,-0.48
1,-0.48
1.01,-0.48
1.02,-0.48
1.03,-0.48
1.04,-0.48
1.05,-0.48
1.06,-0.48
1.07,-0.48
1.08,-0.48
1.09,-0.48
1.1,-0.48
1.11,-0.48
1.12,-0.48
1.13,-0.48
1.14,-0.48
1.15,-0.48
1.16,-0.48
1.17,-0.48
1.18,-0.48
1.19,-0.48
1.2,-0.48
1.21,-0.48
1.22,-0.48
1.23,-0.48
1.24,-0.48
1.25,-0.48
1.26,-0.48
1.27,-0.48
1.28,-0.48
1.29,-0.48
1.3,-0.48
1.31,-0.48
1.32,-0.48
1.33,-0.48
1.34,-0.48
1.35,-0.48
1.36,-0.48
1.37,-0.48
1.38,-0.48
1.39,-0.48
1.4,-0.48
1.41,-0.48
1.42,-0.48
1.43,-0.48
1.44,-0.48
1.45,-0.48
1.46,-0.48
1.47,-0.48
1.48,-0.48
1.49,-0.48
1.5,-0.48
1.51,-0.48
1.52,-0.48
1.53,-0.48
1.54,-0.48
1.55,-0.48
1.56,-0.48
1.57,-0.48
1.58,-0.48
1.59,-0.48
1.6,-0.48
1.61,-0.48
1.62,-0.48
1.63,-0.48
1.64,-0.48
1.65,-0.48
1.66,-0.48
1.67,-0.48
1.68,-0.48
1.69,-0.48
1.7,-0.48
1.71,-0.48
1.72,-0.48
1.73,-0.48
1.74,-0.48
1.75,-0.48
1.76,-0.48
1.77,-0.48
1.78,-0.48
1.79,-0.48
1.8,-0.48
1.81,-0.48
1.82,-0.48
1.83,-0.48
1.84,-0.48
1.85,-0.48
1.86,-0.48
1.87,-0.48
1.88,-0.48
1.89,-0.48
1.9,-0.48
1.91,-0.48
1.92,-0.48
1.93,-0.48
1.94,-0.48
1.95,-0.48
1.96,-0.48
1.97,-0.48
1.98,-0.48
1.99,-0.48
-2,-0.47
-1.99,-0.47
-1.98,-0.47
-1.97,-0.47
-1.96,-0.47
-1.95,-0.47
-1.94,-0.47
-1.93,-0.47
-1.92,-0.47
-1.91,-0.47
-1.9,-0.47
-1.89,-0.47
-1.88,-0.47
-1.87,-0.47
-1.86,-0.47
-1.85,-0.47
-1.84,-0.47
-1.83,-0.47
-1.82,-0.47
-1.81,-0.47
-1.8,-0.47
-1.79,-0.47
-1.78,-0.47
-1.77,-0.47
-1.76,-0.47
-1.75,-0.47
-1.74,-0.47
-1.73,-0.47
-1.72,-0.47
-1.71,-0.47
-1.7,-0.47
-1.69,-0.47
-1.68,-0.47
-1.67,-0.47
-1.66,-0.47
-1.65,-0.47
-1.64,-0.47
-1.63,-0.47
-1.62,-0.47
-1.61,-0.47
-1.6,-0.47
-1.59,-0.47
-1.58,-0.47
-1.57,-0.47
-1.56,-0.47
-1.55,-0.47
-1.54,-0.47
-1.53,-0.47
-1.52,-0.47
-1.51,-0.47
-1.5,-0.47
-1.49,-0.47
-1.48,-0.47
-1.47,-0.47
-1.46,-0.47
-1.45,-0.47
-1.44,-0.47
-1.43,-0.47
-1.42,-0.47
-1.41,-0.47
-1.4,-0.47
-1.39,-0.47
-1.38,-0.47
-1.37,-0.47
-1.36,-0.47
-1.35,-0.47
-1.34,-0.47
-1.33,-0.47
-1.32,-0.47
-1.31,-0.47
-1.3,-0.47
-1.29,-0.47
-1.28,-0.47
-1.27,-0.47
-1.26,-0.47
-1.25,-0.47
-1.24,-0.47
-1.23,-0.47
-1.22,-0.47
-1.21,-0.47
-1.2,-0.47
-1.19,-0.47
-1.18,-0.47
-1.17,-0.47
-1.16,-0.47
-1.15,-0.47
-1.14,-0.47
-1.13,-0.47
-1.12,-0.47
-1.11,-0.47
-1.1,-0.47
-1.09,-0.47
-1.08,-0.47
-1.07,-0.47
-1.06,-0.47
-1.05,-0.47
-1.04,-0.47
-1.03,-0.47
-1.02,-0.47
-1.01,-0.47
-1,-0.47
-0.99,-0.47
-0.98,-0.47
-0.97,-0.47
-0.96,-0.47
-0.95,-0.47
-0.94,-0.47
-0.93,-0.47
-0.92,-0.47
-0.91,-0.47
-0.9,-0.47
-0.89,-0.47
-0.88,-0.47
-0.87,-0.47
-0.86,-0.47
-0.85,-0.47
-0.84,-0.47
-0.83,-0.47
-0.82,-0.47
-0.81,-0.47
-0.8,-0.47
-0.79,-0.47
-0.78,-0.47
-0.77,-0.47
-0.76,-0.47
-0.75,-0.47
-0.74,-0.47
-0.73,-0.47
-0.72,-0.47
-0.71,-0.47
-0.7,-0.47
-0.69,-0.47
-0.68,-0.47
-0.67,-0.47
-0.66,-0.47
-0.65,-0.47
-0.64,-0.47
-0.63,-0.47
-0.62,-0.47
-0.61,-0.47
-0.6,-0.47
-0.59,-0.47
-0.58,-0.47
-0.57,-0.47
-0.56,-0.47
-0.55,-0.47
-0.54,-0.47
-0.53,-0.47
-0.52,-0.47
-0.51,-0.47
-0.5,-0.47
-0.49,-0.47
-0.48,-0.47
-0.47,-0.47
-0.46,-0.47
-0.45,-0.47
-0.44,-0.47
-0.43,-0.47
-0.42,-0.47
-0.41,-0.47
-0.4,-0.47
-0.39,-0.47
-0.38,-0.47
-0.37,-0.47
-0.36,-0.47
-0.35,-0.47
-0.34,-0.47
-0.33,-0.47
-0.32,-0.47
-0.31,-0.47
-0.3,-0.47
-0.29,-0.47
-0.28,-0.47
-0.27,-0.47
-0.26,-0.47
-0.25,-0.47
-0.24,-0.47
-0.23,-0.47
-0.22,-0.47
-0.21,-0.47
-0.2,-0.47
-0.19,-0.47
-0.18,-0.47
-0.17,-0.47
-0.16,-0.47
-0.15,-0.47
-0.14,-0.47
-0.13,-0.47
-0.12,-0.47
-0.11,-0.47
-0.1,-0.47
-0.09,-0.47
-0.08,-0.47
-0.07,-0.47
-0.06,-0.47
-0.05,-0.47
-0.04,-0.47
-0.03,-0.47
-0.02,-0.47
-0.01,-0.47
2.08167e-016,-0.47
0.01,-0.47
0.02,-0.47
0.03,-0.47
0.04,-0.47
0.05,-0.47
0.06,-0.47
0.07,-0.47
0.08,-0.47
0.09,-0.47
0.1,-0.47
0.11,-0.47
0.12,-0.47
0.13,-0.47
0.14,-0.47
0.15,-0.47
0.16,-0.47
0.17,-0.47
0.18,-0.47
0.19,-0.47
0.2,-0.47
0.21,-0.47
0.22,-0.47
0.23,-0.47
0.24,-0.47
0.25,-0.47
0.26,-0.47
0.27,-0.47
0.28,-0.47
0.29,-0.47
0.3,-0.47
0.31,-0.47
0.32,-0.47
0.33,-0.47
0.34,-0.47
0.35,-0.47
0.36,-0.47
0.37,-0.47
0.38,-0.47
0.39,-0.47
0.4,-0.47
0.41,-0.47
0.42,-0.47
0.43,-0.47
0.44,-0.47
0.45,-0.47
0.46,-0.47
0.47,-0.47
0.48,-0.47
0.49,-0.47
0.5,-0.47
0.51,-0.47
0.52,-0.47
0.53,-0.47
0.54,-0.47
0.55,-0.47
0.56,-0.47
0.57,-0.47
0.58,-0.47
0.59,-0.47
0.6,-0.47
0.61,-0.47
0.62,-0.47
0.63,-0.47
0.64,-0.47
0.65,-0.47
